package,_id,name,day,dayIndex,interval_mode,rest_day,week,sort_order
46743798,3773197,"2025-01-29 10:33:43",1,21,"PPL - Pull ",8,2,0,0,0,0
46777549,3773197,"2025-01-29 10:33:43",1,22,"PPL - Push",8,1,0,0,0,0
46777550,3773197,"2025-01-29 10:33:43",1,23,"PPL - Leg",8,3,0,0,0,0
173711131,3773197,"2025-01-29 10:33:43",1,25,"Core & Back",8,4,0,0,0,0
64090442,3773197,"2017-06-26 16:43:29",3,24,"Abs & Core Workout Day",5,5,0,0,0,0
