rowid,_id,USERID,edit_time,day_id,total_time,workout_time,rest_time,wasted_time,total_exercise,total_weight,recordbreak,starttime,endtime,workout_mode,TIMESTAMP,calories
802200439,755,3773197,1606992219,23,1960,294,633,853,2,1595,0,1606990256,1606992216,0,"2021-03-15 22:17:34",0
803453447,756,3773197,1607079707,22,2410,366,900,874,3,881,0,1607077294,1607079704,0,"2021-03-15 22:17:34",0
807853479,757,3773197,1607427728,21,1813,425,932,186,3,1287.5,0,1607425913,1607427726,0,"2021-03-15 22:17:34",0
810474489,758,3773197,1607598139,23,2936,294,632,1830,2,1595,0,1607595200,1607598136,0,"2021-03-15 22:17:34",0
811506440,759,3773197,1607684585,22,3409,629,1171,1249,4,1360,0,1607681173,1607684582,0,"2021-03-15 22:17:34",0
814312627,760,3773197,1607945288,21,702,100,361,151,1,600,0,1607944585,1607945287,0,"2021-03-15 22:17:34",0
822839916,761,3773197,1608634428,22,2852,515,1171,806,4,836,0,1608631573,1608634425,0,"2021-03-15 22:17:34",0
825146496,762,3773197,1608806054,21,3291,445,1212,1274,4,1364.5,0,1608802759,1608806050,0,"2021-03-15 22:17:34",0
826018094,763,3773197,1608894684,23,3449,594,962,1623,3,3845,0,1608891232,1608894681,0,"2021-03-15 22:17:34",0
828218711,764,3773197,1609152964,22,3353,629,1171,1193,4,1040,0,1609149607,1609152960,0,"2021-03-15 22:17:34",0
829438983,765,3773197,1609240804,21,3726,440,1201,1725,4,1510,0,1609237073,1609240799,0,"2021-03-15 22:17:34",0
830622987,766,3773197,1609330547,23,3397,654,962,1511,3,4145,0,1609327146,1609330543,0,"2021-03-15 22:17:34",0
831707975,767,3773197,1609414755,22,3185,535,1172,1118,4,1278,0,1609411566,1609414751,0,"2021-03-15 22:17:34",0
832684812,768,3773197,1609504117,21,3738,490,1201,1687,4,1674.5,0,1609500375,1609504113,0,"2021-03-15 22:17:34",0
834535608,769,3773197,1609671998,23,2090,300,631,979,2,1802,0,1609669903,1609671993,0,"2021-03-15 22:17:34",0
835617943,770,3773197,1609758164,22,2969,629,1172,808,4,1223,0,1609755190,1609758159,0,"2021-03-15 22:17:34",0
837072987,771,3773197,1609843551,21,1030,100,361,479,1,900,0,1609842520,1609843550,0,"2021-03-15 22:17:34",0
838591674,772,3773197,1609931039,23,2853,330,632,1711,2,2000,0,1609928184,1609931037,0,"2021-03-15 22:17:34",0
839874014,773,3773197,1610017929,22,2682,629,1171,522,4,1527,0,1610015245,1610017927,0,"2021-03-15 22:17:34",0
843213001,774,3773197,1610278340,21,4275,535,1201,2179,4,1780.5,0,1610274062,1610278337,0,"2021-03-15 22:17:34",0
844153696,775,3773197,1610362949,23,2619,330,632,1477,2,2115,0,1610360327,1610362946,0,"2021-03-15 22:17:34",0
845548049,776,3773197,1610447673,22,4840,693,1444,2253,5,2040,0,1610442831,1610447671,0,"2021-03-15 22:17:34",0
846924850,777,3773197,1610536957,21,4050,540,1202,1948,4,1564.5,0,1610532904,1610536954,0,"2021-03-15 22:17:34",0
848101981,778,3773197,1610618799,23,1618,294,632,512,2,1598,0,1610617179,1610618797,0,"2021-03-15 22:17:34",0
851430310,779,3773197,1610881615,22,4856,820,1442,2144,5,2276.5,1,1610876758,1610881614,0,"2021-03-15 22:17:34",0
853974019,780,3773197,1611056993,21,4665,510,1201,2594,4,1784,0,1611052327,1611056992,0,"2021-03-15 22:17:34",0
855464027,781,3773197,1611139400,23,4973,651,1143,2819,4,4420.5,0,1611134425,1611139398,0,"2021-03-15 22:17:34",0
856947797,782,3773197,1611225301,22,4563,720,1355,2038,5,2196,0,1611220737,1611225300,0,"2021-03-15 22:17:34",0
860492122,783,3773197,1611485456,21,4413,470,1203,2380,4,1757,0,1611481041,1611485454,0,"2021-03-15 22:17:34",0
861526290,784,3773197,1611573155,23,2420,318,632,1290,2,2092,0,1611570732,1611573152,0,"2021-03-15 22:17:34",0
863004033,785,3773197,1611659826,22,2813,551,991,911,4,1605,1,1611657011,1611659824,0,"2021-03-15 22:17:34",0
865899280,786,3773197,1611829504,21,4254,510,1201,2183,4,1692,0,1611825247,1611829501,0,"2021-03-15 22:17:34",0
867211043,787,3773197,1611916705,23,3987,648,1146,1833,4,4054,0,1611912715,1611916702,0,"2021-03-15 22:17:34",0
874197009,788,3773197,1612437883,22,4374,730,1532,1662,5,2092,0,1612433508,1612437882,0,"2021-03-15 22:17:34",0
875418405,789,3773197,1612518044,21,1432,235,631,386,2,1475,0,1612516611,1612518043,0,"2021-03-15 22:17:34",0
877408568,790,3773197,1612693985,23,3202,552,964,1326,4,3190,0,1612690781,1612693983,0,"2021-03-15 22:17:34",0
878266448,791,3773197,1612782420,22,3643,671,1174,1348,5,1921.5,0,1612778776,1612782419,0,"2021-03-15 22:17:34",0
879428146,792,3773197,1612869037,21,3116,395,1111,1250,4,1457,0,1612865920,1612869036,0,"2021-03-15 22:17:34",0
881197063,793,3773197,1613041768,23,3929,654,961,2044,3,4020,0,1613037837,1613041766,0,"2021-03-15 22:17:34",0
882538198,794,3773197,1613214751,22,4362,749,1442,1721,5,2225,0,1613210387,1613214749,0,"2021-03-15 22:17:34",0
883092576,795,3773197,1613301073,21,3270,533,1052,1145,6,1521,0,1613297802,1613301072,0,"2021-03-15 22:17:34",0
883638343,796,3773197,1613388066,23,3068,558,901,1339,3,3806,0,1613384998,1613388066,0,"2021-03-15 22:17:34",0
884330173,797,3773197,1613471125,22,1931,273,721,667,3,1180,0,1613469193,1613471124,0,"2021-03-15 22:17:34",0
885069761,798,3773197,1613558447,21,1330,100,398,742,1,1050,0,1613557116,1613558446,0,"2021-03-15 22:17:34",0
885820720,799,3773197,1613644016,23,2393,294,633,1286,2,1813,0,1613641621,1613644014,0,"2021-03-15 22:17:34",0
887748042,800,3773197,1613907881,22,4558,749,1443,1916,5,2225,0,1613903321,1613907879,0,"2021-03-15 22:17:34",0
889167526,801,3773197,1614075603,21,3307,255,843,1939,3,1315,0,1614072294,1614075601,0,"2021-03-15 22:17:34",0
889976167,802,3773197,1614161072,23,3601,513,872,1946,3,3585.5,0,1614157469,1614161070,0,"2021-03-15 22:17:34",0
890748307,803,3773197,1614249735,22,5407,833,1441,2683,5,2374,0,1614244326,1614249733,0,"2021-03-15 22:17:34",0
892395808,804,3773197,1614510375,21,4550,667,1385,2048,5,1621.5,1,1614505823,1614510373,0,"2021-03-15 22:17:34",0
892410084,805,3773197,1614512141,21,526,171,4,261,1,0,1,1614511613,1614512139,0,"2021-03-15 22:17:34",0
892887785,806,3773197,1614596242,23,3193,513,781,1629,3,3373.5,0,1614593047,1614596240,0,"2021-03-15 22:17:34",0
893552198,807,3773197,1614678740,22,2272,447,901,654,3,1025,0,1614676467,1614678739,0,"2021-03-15 22:17:34",0
893564699,808,3773197,1614680807,25,1238,298,421,159,4,10,2,1614679567,1614680805,0,"2021-03-15 22:17:34",0
896978092,809,3773197,1615197138,25,1256,313,329,344,3,0,0,1615195881,1615197137,0,"2021-03-15 22:17:34",0
897674122,810,3773197,1615282538,25,1830,394,482,684,3,0,0,1615280707,1615282537,0,"2021-03-15 22:17:34",0
898313626,811,3773197,1615369275,25,1462,229,307,746,2,0,0,1615367812,1615369274,0,"2021-03-15 22:17:34",0
898967390,812,3773197,1615459053,21,818,75,270,383,1,7.5,0,1615458234,1615459052,0,"2021-03-15 22:17:34",0
900067684,813,3773197,1615636561,25,1677,479,481,447,3,0,0,1615634883,1615636560,0,"2021-03-15 22:17:34",0
900445984,814,3773197,1615716072,22,3133,556,1201,926,5,520.5,0,1615712938,1615716071,0,"2021-03-15 22:17:34",0
900964446,815,3773197,1615804786,21,2020,310,571,869,3,141,0,1615802764,1615804784,0,"2021-03-15 22:17:34",0
900976422,816,3773197,1615806157,25,553,95,61,307,1,0,0,1615805602,1615806155,0,"2021-03-15 22:17:34",0
901617463,817,3773197,1615889310,23,1909,298,631,800,2,1610,0,1615887399,1615889308,0,"2021-03-16 10:08:31",0
902288409,818,3773197,1615973730,25,1152,372,365,145,3,0,0,1615972576,1615973728,0,"2021-03-17 09:35:33",0
902960338,819,3773197,1616062362,22,3701,829,1217,1115,6,1229,1,1616058659,1616062360,0,"2021-03-18 10:12:58",0
903498389,820,3773197,1616145721,21,2856,580,962,954,4,1115,0,1616142863,1616145719,0,"2021-03-19 09:22:04",0
903516402,821,3773197,1616147973,25,1694,447,481,496,3,0,0,1616146277,1616147971,0,"2021-03-19 09:59:37",0
904527837,822,3773197,1616324717,23,3928,540,871,2247,3,2890,0,1616320787,1616324715,0,"2021-03-21 11:05:22",0
904537827,823,3773197,1616327696,25,643,172,127,164,2,0,0,1616327051,1616327694,0,"2021-03-21 11:55:00",0
905022633,824,3773197,1616407414,22,3026,715,1171,780,4,1560,0,1616404387,1616407413,0,"2021-03-22 10:03:37",0
906402321,825,3773197,1616574774,25,405,114,121,0,2,0,0,1616574368,1616574773,0,"2021-03-24 08:32:56",0
910445036,826,3773197,1617190181,25,829,243,360,46,2,0,0,1617185750,1617186579,0,"2021-04-21 07:37:48",0
922665420,827,3773197,1618994265,22,1809,136,540,773,4,115,1,1618988854,1618990663,0,"2021-04-22 08:15:19",0
923360631,828,3773197,1619082914,21,2223,302,721,930,3,212,0,1619077090,1619079313,0,"2021-04-23 08:53:08",0
924054138,829,3773197,1619171583,23,3388,572,635,1825,4,290,0,1619164595,1619167983,0,"2021-04-28 07:34:09",0
926973205,830,3773197,1619598846,22,997,56,240,431,3,30,0,1619594249,1619595246,0,"2021-04-29 08:12:47",0
927654920,831,3773197,1619687564,21,2190,446,784,600,4,500,0,1619681773,1619683963,0,"2021-04-30 08:35:33",0
928368137,832,3773197,1619775332,23,2287,564,576,882,3,480,0,1619769444,1619771731,0,"2021-05-02 07:46:25",0
929347762,833,3773197,1619945182,22,338,43,62,53,2,50,0,1619941243,1619941581,0,"2021-05-03 08:13:52",0
929801826,834,3773197,1620033228,21,2202,480,900,462,4,372,0,1620027425,1620029627,0,"2021-05-04 08:27:45",0
930541444,835,3773197,1620120461,23,2447,540,482,1155,3,350,1,1620114412,1620116859,0,"2021-05-07 08:13:56",0
932593636,836,3773197,1620378836,22,2669,353,914,1079,4,210,0,1620372564,1620375233,0,"2021-05-08 08:29:07",0
933224818,837,3773197,1620466140,21,2051,280,631,870,3,196,0,1620460487,1620462538,0,"2021-05-09 08:14:47",0
933702363,838,3773197,1620551682,23,3238,850,722,1306,4,1046,0,1620544843,1620548081,0,"2021-05-11 08:41:27",0
934911587,839,3773197,1620726084,22,2480,405,902,723,5,259,0,1620720003,1620722483,0,"2021-05-12 07:57:30",0
935641026,840,3773197,1620809849,21,2422,453,841,768,4,416,0,1620803825,1620806247,0,"2021-05-14 09:30:47",0
936971574,841,3773197,1620988242,22,4289,587,1053,2199,5,395,0,1620980352,1620984641,0,"2021-05-16 07:47:08",0
937962484,842,3773197,1621154824,21,1545,368,454,453,3,175,0,1621149677,1621151222,0,"2021-06-15 07:44:22",0
956949968,843,3773197,1623746660,21,3004,325,691,1628,4,394,0,1623740053,1623743057,0,"2021-12-14 08:35:27",0
1066938656,844,3773197,1639470920,22,761,57,180,434,1,190,1,1639470156,1639470917,0,"2021-12-14 08:35:27",0
1066942477,845,3773197,1639472338,22,1275,144,300,651,2,144,0,1639471052,1639472327,0,"2021-12-14 08:58:58",0
1067678639,846,3773197,1639564641,21,3397,444,991,1602,4,375,0,1639561236,1639564633,0,"2021-12-15 10:37:21",0
1068386206,847,3773197,1639653332,23,3020,308,420,2022,3,233,1,1639650306,1639653326,0,"2021-12-16 11:15:32",0
1070008581,848,3773197,1639912610,22,5326,612,1173,3091,5,690,1,1639907279,1639912605,0,"2021-12-19 11:16:50",0
1070507812,849,3773197,1639997903,21,3855,706,1232,1467,5,1209,0,1639994042,1639997897,0,"2021-12-21 09:53:25",0
1071148768,850,3773197,1640080404,0,2429,412,423,1324,3,1130,1,1640077964,1640080393,0,"2021-12-21 09:53:24",0
1072358700,851,3773197,1640251150,0,2166,312,630,954,3,420,0,1640248979,1640251145,0,"2021-12-23 09:19:10",0
1073540422,852,3773197,1640519475,0,4480,584,1470,1976,5,1497,0,1640514990,1640519470,0,"2021-12-26 11:51:15",0
1073972925,853,3773197,1640605530,23,4585,564,872,2879,3,2235,0,1640600939,1640605524,0,"2021-12-27 11:45:30",0
1076295024,854,3773197,1640952065,0,6342,716,1173,3913,6,791,1,1640945719,1640952061,0,"2021-12-31 12:01:05",0
1076723106,855,3773197,1641037023,21,4079,646,990,2083,4,709,0,1641032939,1641037018,0,"2022-01-01 11:37:03",0
1077035170,856,3773197,1641113148,0,3591,700,873,1748,3,3058,0,1641109552,1641113143,0,"2022-01-02 08:45:48",0
1077550103,857,3773197,1641203812,22,3626,754,1082,1340,5,878,1,1641200181,1641203807,0,"2022-01-03 09:56:52",0
1078977833,858,3773197,1641377419,0,2634,115,480,1949,1,890,0,1641374781,1641377415,0,"2022-01-05 10:10:19",0
1080280013,859,3773197,1641549074,23,1525,174,330,841,2,499,0,1641547544,1641549069,0,"2022-01-10 10:46:01",0
1081817436,860,3773197,1641811560,22,3527,791,1171,1115,5,876,0,1641808028,1641811555,0,"2022-01-10 10:46:00",0
1082598761,861,3773197,1641897039,0,4952,827,1470,2205,5,1724,0,1641892082,1641897034,0,"2022-01-11 10:30:39",0
1083350453,862,3773197,1641986135,0,4046,723,872,2181,3,3433,0,1641982086,1641986132,0,"2022-01-12 11:15:35",0
1084011929,863,3773197,1642069233,22,4561,909,1170,2032,5,1036,1,1642064670,1642069231,0,"2022-01-13 10:20:33",0
1085796256,864,3773197,1642330754,0,5882,328,660,4714,2,1047,0,1642324865,1642330747,0,"2022-01-16 10:59:14",0
1086348803,865,3773197,1642417691,0,4345,604,757,2714,3,2498,0,1642413341,1642417686,0,"2022-01-17 11:08:11",0
1087055455,866,3773197,1642502275,0,4565,526,990,2689,4,565,0,1642497705,1642502270,0,"2022-01-18 10:37:55",0
1088481168,867,3773197,1642675500,21,4944,513,991,3080,4,650,0,1642670553,1642675497,0,"2022-01-20 10:45:00",0
1089214653,868,3773197,1642760993,0,3247,437,630,2000,2,977,0,1642757742,1642760989,0,"2022-01-21 10:29:53",0
1090377375,869,3773197,1642934371,22,5301,652,1170,3029,5,932,1,1642929065,1642934366,0,"2022-01-23 10:39:31",0
1091760808,870,3773197,1643107155,0,5107,701,1320,2726,4,1960,0,1643102044,1643107151,0,"2022-01-25 10:39:15",0
1092518055,871,3773197,1643190817,23,3810,465,630,2535,2,1000,0,1643187002,1643190812,0,"2022-01-26 09:53:37",0
1095031852,872,3773197,1643537643,0,4439,675,1080,2234,5,921,0,1643533201,1643537640,0,"2022-01-30 10:14:03",0
1095543165,873,3773197,1643625215,0,3452,689,991,1412,4,884,0,1643621759,1643625211,0,"2022-01-31 10:33:35",0
1096339921,874,3773197,1643709429,0,2052,164,361,1347,2,613,0,1643707372,1643709424,0,"2022-02-01 09:57:09",0
1097801590,875,3773197,1643882920,0,4614,708,1081,2375,5,891,0,1643878303,1643882917,0,"2022-02-03 10:08:40",0
1099622893,876,3773197,1644147269,0,5316,732,990,3234,4,951,0,1644141949,1644147265,0,"2022-02-06 11:34:29",0
1102703419,877,3773197,1644486650,22,2135,474,721,670,3,585,0,1644484511,1644486646,0,"2022-02-10 09:50:50",0
1103455217,878,3773197,1644575161,0,3845,730,1110,1645,4,1777,0,1644571312,1644575157,0,"2022-02-11 10:26:01",0
1104652921,879,3773197,1644748031,23,2834,318,571,1765,2,874,0,1644745194,1644748028,0,"2022-02-13 10:27:11",0
1107739393,880,3773197,1645092296,22,3182,726,904,1192,4,784,0,1645089109,1645092291,0,"2022-02-17 10:04:56",0
1109644423,881,3773197,1645354209,21,3376,484,1120,1412,4,1512,0,1645350828,1645354204,0,"2022-02-20 10:50:09",0
1110175153,882,3773197,1645433061,23,1681,402,630,469,2,886,0,1645431376,1645433057,0,"2022-02-21 08:44:21",0
1112164421,883,3773197,1645609509,22,4551,888,1153,2060,5,1137,0,1645604954,1645609505,0,"2022-02-23 09:45:09",0
1114866445,884,3773197,1645956707,21,5502,586,1117,3439,4,1708,0,1645951198,1645956700,0,"2022-02-27 10:11:47",0
1115366353,885,3773197,1646040098,0,2031,318,571,962,2,916,0,1646038063,1646040094,0,"2022-02-28 09:21:38",0
1116215929,886,3773197,1646128026,0,3261,594,1077,1140,5,809,0,1646124761,1646128022,0,"2022-03-01 09:47:06",0
1119810417,887,3773197,1646564331,0,4987,666,1200,2761,4,1768,0,1646559340,1646564327,0,"2022-03-06 10:58:51",0
1120364124,888,3773197,1646645935,23,2534,360,572,1422,2,940,0,1646643397,1646645931,0,"2022-03-07 09:38:55",0
1122117046,889,3773197,1646821084,0,2752,589,1081,632,5,873,0,1646818326,1646821078,0,"2022-03-09 10:18:04",0
1124960746,890,3773197,1647164503,23,1232,126,210,716,2,870,0,1647163262,1647164494,0,"2022-03-13 09:41:43",0
1130016963,891,3773197,1647768503,21,3188,601,992,1235,4,872,0,1647765313,1647768501,0,"2022-03-20 09:28:23",0
1130619234,892,3773197,1647855500,0,2149,381,574,1014,2,899,0,1647853349,1647855498,0,"2022-03-21 09:38:20",0
1132452908,893,3773197,1648028355,0,3520,765,1081,1224,5,975,0,1648024833,1648028353,0,"2022-03-23 09:39:15",0
1133288277,894,3773197,1648112909,21,3580,615,997,1608,4,1338,0,1648109322,1648112902,0,"2022-03-24 09:08:29",0
1136008954,895,3773197,1648461376,23,3395,402,631,2182,2,949,0,1648454380,1648457775,0,"2022-03-30 09:10:58",0
1137972014,896,3773197,1648635058,0,4213,759,1354,1650,5,1518,0,1648627242,1648631455,0,"2022-04-03 09:13:39",0
1141116924,897,3773197,1648980818,21,3609,760,1078,1321,5,1626,0,1648973606,1648977215,0,"2022-04-05 09:02:00",0
1142762498,898,3773197,1649152919,0,3269,402,571,2116,2,949,0,1649146047,1649149316,0,"2022-04-07 09:48:07",0
1144726834,899,3773197,1649328486,0,4072,816,1170,1636,5,1507,0,1649320811,1649324883,0,"2022-04-10 09:47:33",0
1146972939,900,3773197,1649587653,0,4238,636,990,2252,4,924,0,1649579811,1649584049,0,"2022-04-12 14:29:41",0
1148845347,901,3773197,1649777380,0,3027,402,571,1874,2,904,0,1649770749,1649773776,0,"2022-04-14 08:33:55",0
1150405726,902,3773197,1649928833,0,3431,280,571,2400,2,1118,0,1649921800,1649925231,0,"2022-04-17 09:51:03",0
1152656098,903,3773197,1650192663,0,4572,863,1113,2146,5,1806,0,1650184487,1650189059,0,"2022-04-20 09:11:20",0
1155134528,904,3773197,1650449479,0,3232,290,571,2191,2,900,0,1650442643,1650445875,0,"2022-04-22 08:27:30",0
1156970568,905,3773197,1650619649,0,5132,920,1351,2411,5,1695,0,1650610913,1650616045,0,"2022-04-24 08:12:11",0
1158368612,906,3773197,1650791530,0,2403,720,632,781,3,540,0,1650785524,1650787927,0,"2022-04-26 08:42:43",0
1159969454,907,3773197,1650966161,0,4124,578,873,2403,3,3223,0,1650958434,1650962558,0,"2022-04-28 08:55:18",0
1161979371,908,3773197,1651139718,0,4393,785,1355,1803,5,1735,0,1651131720,1651136113,0,"2022-05-01 09:47:04",0
1164426842,909,3773197,1651402022,0,4050,811,1112,1677,5,1823,0,1651394369,1651398419,0,"2022-05-04 08:58:40",0
1167139096,910,3773197,1651658319,0,2604,360,571,1493,2,960,0,1651652111,1651654715,0,"2022-05-06 10:05:12",0
1169019717,911,3773197,1651835112,0,5299,829,1351,2669,5,1704,0,1651826209,1651831508,0,"2022-05-08 09:02:42",0
1170450974,912,3773197,1652004161,0,2889,535,453,1631,3,833,1,1651997669,1652000558,0,"2022-05-10 09:11:35",0
1172199553,913,3773197,1652177494,0,5266,867,1356,2593,5,1806,0,1652168624,1652173890,0,"2022-05-11 08:40:21",0
1173208744,914,3773197,1652262020,0,2670,738,571,1091,3,1801,0,1652255746,1652258416,0,"2022-05-15 09:09:59",0
1176727762,915,3773197,1652609398,0,5711,934,1352,2975,5,1850,0,1652600083,1652605794,0,"2022-05-17 08:45:30",0
1178482735,916,3773197,1652780728,0,3575,802,1021,1302,5,2002,0,1652773551,1652777126,0,"2022-05-18 09:18:27",0
1179502435,917,3773197,1652869106,0,2254,306,511,1257,2,816,0,1652863248,1652865502,0,"2022-05-19 09:33:45",0
1180536757,918,3773197,1652956425,0,5996,804,1173,3569,5,1560,0,1652946825,1652952821,0,"2022-05-22 09:25:01",0
1183012940,919,3773197,1653215099,0,5150,879,1112,2709,5,2095,0,1653206346,1653211496,0,"2022-05-25 08:48:04",0
1185949860,920,3773197,1653472084,0,1385,120,270,905,1,720,0,1653467095,1653468480,0,"2022-05-27 09:25:10",0
1188051233,921,3773197,1653647108,0,3944,813,1261,1420,5,1827,0,1653639562,1653643506,0,"2022-05-30 09:29:08",0
1190219517,922,3773197,1653906547,21,3953,692,1110,1791,4,1847,0,1653898991,1653902944,0,"2022-06-06 09:30:23",0
1196636259,923,3773197,1654511423,0,2782,490,1083,849,4,962,0,1654505037,1654507819,0,"2022-06-08 09:08:46",0
1198887153,924,3773197,1654682924,0,4387,749,1112,2076,5,1752,0,1654674934,1654679321,0,"2022-06-09 09:07:32",0
1199927573,925,3773197,1654769251,0,1286,138,361,697,1,780,0,1654764362,1654765648,0,"2022-06-12 08:50:21",0
1202441144,926,3773197,1655027421,0,3910,840,1352,1268,5,1729,0,1655019908,1655023818,0,"2022-06-15 09:01:49",0
1205446934,927,3773197,1655287308,0,3372,567,810,1635,4,817,0,1655280332,1655283704,0,"2022-06-16 09:33:09",0
1206497311,928,3773197,1655375587,0,1080,120,271,599,1,675,0,1655370904,1655371984,0,"2022-06-19 09:21:55",0
1209045297,929,3773197,1655634115,0,4755,704,1352,2249,5,1641,0,1655625756,1655630511,0,"2022-06-20 09:38:50",0
1209743602,930,3773197,1655721528,0,2853,576,631,1376,3,972,0,1655715074,1655717927,0,"2022-06-23 09:21:48",0
1213183129,931,3773197,1655979707,23,1065,102,340,533,1,584,0,1655975033,1655976098,0,"2022-06-24 09:53:59",0
1214235126,932,3773197,1656068039,0,4170,640,1051,2029,5,1761,0,1656060266,1656064436,0,"2022-06-27 09:37:41",0
1216467188,933,3773197,1656326260,21,4108,581,811,2356,4,870,0,1656318549,1656322657,0,"2022-06-28 08:18:26",0
1217592610,934,3773197,1656407905,23,3684,530,482,2402,3,1491,0,1656400618,1656404302,0,"2022-07-01 10:04:44",0
1220832872,935,3773197,1656673482,22,4915,518,962,3075,4,545,0,1656664964,1656669879,0,"2022-07-05 09:20:33",0
1224090384,936,3773197,1657016433,21,4440,666,957,2457,4,981,0,1657008389,1657012829,0,"2022-07-06 09:30:50",0
1225188496,937,3773197,1657103448,23,2206,474,422,1130,2,2025,0,1657097641,1657099847,0,"2022-07-07 09:23:58",0
1226318878,938,3773197,1657189438,22,3643,476,1171,1636,4,1166,0,1657182192,1657185835,0,"2022-07-10 09:36:21",0
1229019259,939,3773197,1657449379,21,3214,576,716,1652,3,972,0,1657442563,1657445777,0,"2022-07-11 10:15:05",0
1229812260,940,3773197,1657538103,23,971,238,123,520,1,51,0,1657533528,1657534499,0,"2022-07-12 09:02:27",0
1230942561,941,3773197,1657620147,0,3352,486,903,1603,4,408,0,1657613190,1657616542,0,"2022-07-14 09:27:52",0
1233209839,942,3773197,1657794470,21,4579,672,900,2647,4,990,0,1657786289,1657790868,0,"2022-08-05 09:29:25",0
1255664387,943,3773197,1659695364,0,1658,440,721,227,3,235,0,1659690100,1659691758,0,"2022-08-07 08:16:13",0
1257397331,944,3773197,1659863773,0,1293,236,301,576,2,109,1,1659858875,1659860168,0,"2022-08-09 08:53:03",0
1259445359,945,3773197,1660038782,0,2719,455,840,1064,4,550,0,1660032456,1660035175,0,"2022-08-10 08:59:16",0
1260725569,946,3773197,1660125553,0,4093,586,1172,1975,4,1360,0,1660117859,1660121952,0,"2022-08-12 08:40:05",0
1263053414,947,3773197,1660297204,0,3555,751,1201,1243,4,1215,0,1660290046,1660293601,0,"2022-08-17 09:30:30",0
1268139590,948,3773197,1660732229,0,3034,700,1326,558,5,1380,0,1660725592,1660728626,0,"2022-08-18 09:57:00",0
1269335619,949,3773197,1660820219,0,3639,716,1297,1266,4,1682,0,1660812977,1660816616,0,"2022-08-19 10:12:57",0
1270473165,950,3773197,1660907577,0,1023,238,302,303,2,138,0,1660902950,1660903973,0,"2022-08-21 09:08:08",0
1272229017,951,3773197,1661076486,0,3718,784,1264,1220,5,1645,0,1661069165,1661072883,0,"2022-08-22 09:29:01",0
1273061799,952,3773197,1661164140,0,2826,382,601,1663,2,1002,0,1661157711,1661160537,0,"2022-08-24 09:44:33",0
1275660883,953,3773197,1661337872,23,2491,542,662,927,4,205,2,1661331778,1661334269,0,"2022-08-26 10:10:19",0
1278019080,954,3773197,1661512219,22,3933,853,1351,1279,5,1745,0,1661504682,1661508615,0,"2022-08-29 09:13:00",0
1280658664,955,3773197,1661767978,21,1311,95,361,765,1,710,0,1661763064,1661764375,0,"2022-08-31 08:41:16",0
1283186362,956,3773197,1661938875,21,2479,216,121,2052,1,270,0,1661932793,1661935272,0,"2022-09-01 09:51:50",0
1284332997,957,3773197,1662029510,23,1690,490,305,715,2,140,0,1662024216,1662025906,0,"2022-09-13 09:41:24",0
1296883804,958,3773197,1663065683,22,3497,726,1471,760,6,1194,0,1663058581,1663062078,0,"2022-09-15 09:21:24",0
1299308961,959,3773197,1663237283,21,3505,692,1111,1252,5,1030,0,1663230174,1663233679,0,"2022-09-18 09:10:42",0
1302261589,960,3773197,1663495842,23,2152,413,360,1199,2,118,0,1663490086,1663492238,0,"2022-09-20 09:54:08",0
1304224426,961,3773197,1663671245,22,4310,900,1472,1398,6,1571,0,1663663333,1663667643,0,"2022-09-22 10:14:44",0
1306298841,962,3773197,1663845285,21,4037,652,1112,1913,4,1530,0,1663837644,1663841681,0,"2022-09-30 09:18:57",0
1312999546,963,3773197,1664533136,23,2147,427,301,1239,2,122,0,1664527386,1664529533,0,"2022-10-02 09:24:37",0
1314362764,964,3773197,1664706276,22,2510,525,842,783,4,369,0,1664700162,1664702672,0,"2022-10-05 09:04:58",0
1316861347,965,3773197,1664964296,21,2434,540,721,903,3,408,0,1664958257,1664960691,0,"2022-10-09 09:02:55",0
1319856909,966,3773197,1665309774,23,2493,403,482,1338,3,135,1,1665303677,1665306170,0,"2022-10-10 09:31:44",0
1320486947,967,3773197,1665397904,22,3698,686,1263,1299,5,1534,0,1665390599,1665394297,0,"2022-10-12 09:00:26",0
1322231047,968,3773197,1665568823,21,2569,551,812,846,4,579,0,1665562650,1665565219,0,"2022-10-13 09:46:47",0
1323133955,969,3773197,1665658006,23,2970,498,540,1662,3,210,1,1665651431,1665654401,0,"2022-10-14 09:17:32",0
1323925978,970,3773197,1665739050,22,3350,750,1111,1039,5,735,0,1665735693,1665739043,0,"2022-10-14 09:17:30",0
1328505862,971,3773197,1666262973,22,3938,776,1102,1610,5,734,0,1666255432,1666259370,0,"2022-10-23 08:13:37",0
1330637929,972,3773197,1666516414,21,2854,700,844,950,4,1268,0,1666509959,1666512813,0,"2022-10-25 09:08:01",0
1332273089,973,3773197,1666692481,23,1966,139,182,1465,2,132,1,1666686913,1666688879,0,"2022-10-28 09:24:40",0
1334861628,974,3773197,1666952679,22,4495,920,1381,1654,6,1332,0,1666944585,1666949080,0,"2022-10-31 10:42:45",0
1336886838,975,3773197,1667212964,21,3998,631,901,2106,4,653,0,1667208966,1667212964,0,"2022-10-31 10:42:44",0
1339563594,976,3773197,1667470709,23,3776,436,480,2590,3,1220,1,1667466932,1667470708,0,"2022-11-04 09:52:24",0
1340388544,977,3773197,1667555543,22,4801,1001,1472,1788,6,1569,0,1667550740,1667555541,0,"2022-11-04 09:52:23",0
