rowid,_id,USERID,edit_time,day_id,total_time,workout_time,rest_time,wasted_time,total_exercise,total_weight,recordbreak,starttime,endtime,workout_mode,TIMESTAMP,calories
1341753921,978,3773197,1667728132,21,2407,621,901,525,4,814,0,1667725724,1667728131,0,"2022-11-06 09:48:52",0
1344424526,979,3773197,1667992737,23,2182,251,300,1451,2,252,1,1667990556,1667992738,0,"2022-11-09 11:18:57",0
1347514837,980,3773197,1668335754,22,3609,784,1352,1023,5,1602,0,1668332142,1668335751,0,"2022-11-15 10:35:11",0
1349141822,981,3773197,1668508510,21,5177,755,1113,2859,5,1435,0,1668503332,1668508509,0,"2022-11-15 10:35:10",0
1349650541,982,3773197,1668593758,23,1716,309,422,715,3,236,2,1668592040,1668593756,0,"2022-11-16 10:15:58",0
1350436277,983,3773197,1668768790,22,5208,924,1203,2631,5,1417,0,1668763579,1668768787,0,"2022-11-18 10:53:10",0
1352400176,984,3773197,1668939379,21,2990,791,950,799,5,1599,0,1668936389,1668939379,0,"2022-11-20 10:16:19",0
1353267090,985,3773197,1669026246,23,4121,287,301,3263,3,101,1,1669022124,1669026245,0,"2022-11-21 10:24:06",0
1354557588,986,3773197,1669115836,22,8085,1333,1415,4797,6,2074,0,1669107750,1669115835,0,"2022-11-22 11:17:16",0
1359220561,987,3773197,1669545714,21,5005,508,991,3146,4,696,0,1669540706,1669545711,0,"2022-11-27 10:41:54",0
1393503215,988,3773197,1672310860,22,3653,880,1563,670,6,1251,0,1672307205,1672310858,0,"2022-12-29 10:47:40",0
1398934628,989,3773197,1672739902,21,1478,490,631,87,3,598,0,1672738424,1672739902,0,"2023-01-03 09:58:22",0
1403343535,990,3773197,1673002955,22,3506,865,1382,719,6,1027,0,1672999450,1673002956,0,"2023-01-06 11:02:35",0
1409675802,991,3773197,1673431070,21,2918,775,1113,580,5,1445,0,1673428151,1673431069,0,"2023-01-11 09:57:50",0
1411058354,992,3773197,1673521735,23,4690,454,572,3394,3,496,0,1673517043,1673521733,0,"2023-01-16 10:32:28",0
1415645274,993,3773197,1673865147,22,4535,948,1564,1483,6,1508,0,1673860611,1673865146,0,"2023-01-16 10:32:27",0
1420085272,994,3773197,1674124128,21,2730,591,1111,668,4,1577,0,1674121398,1674124128,0,"2023-01-19 10:28:48",0
1423720917,995,3773197,1674384594,23,2546,465,728,1083,3,1148,1,1674382048,1674384594,0,"2023-01-22 10:49:54",0
1426202641,996,3773197,1674556930,22,3385,905,1561,379,6,1482,0,1674553545,1674556930,0,"2023-01-24 10:42:10",0
1430541614,997,3773197,1674815104,21,2861,639,1172,600,5,1408,0,1674812238,1674815099,0,"2023-01-28 15:36:43",0
1432893222,998,3773197,1674989681,22,4451,1028,1682,1111,7,1756,0,1674985227,1674989678,0,"2023-01-29 10:54:41",0
1435495556,999,3773197,1675160203,23,2525,558,811,886,3,1555,0,1675157675,1675160200,0,"2023-01-31 10:16:43",0
1439963002,1000,3773197,1675420893,21,2156,338,601,947,3,716,0,1675418735,1675420891,0,"2023-02-03 10:41:33",0
1444768049,1001,3773197,1675766068,23,2087,417,420,980,3,202,0,1675763979,1675766066,0,"2023-02-07 10:34:28",0
1446224837,1002,3773197,1675851036,22,3077,659,1231,737,5,1420,0,1675847956,1675851033,0,"2023-02-08 10:10:36",0
1453971595,1003,3773197,1676372831,21,2774,700,1113,511,5,1582,0,1676370056,1676372830,0,"2023-02-14 11:07:11",0
1460177547,1004,3773197,1676803652,23,3364,606,873,1615,3,2760,1,1676800286,1676803650,0,"2023-02-19 10:47:32",0
1461228258,1005,3773197,1676891367,22,3275,747,1201,877,5,1196,0,1676888092,1676891367,0,"2023-02-20 11:09:27",0
1464071156,1006,3773197,1677060822,21,2460,380,600,1300,2,1097,0,1677058361,1677060821,0,"2023-02-22 10:13:42",0
1466683836,1007,3773197,1677233886,23,3244,613,750,1521,4,1057,2,1677230641,1677233885,0,"2023-02-24 10:18:06",0
1471350755,1008,3773197,1677580178,22,3033,669,1262,652,5,1550,0,1677577142,1677580175,0,"2023-02-28 10:29:38",0
1477740418,1009,3773197,1678013141,23,1998,302,332,1094,3,271,1,1678011143,1678013141,0,"2023-03-05 10:45:41",0
1480262657,1010,3773197,1678184918,22,3511,624,932,1595,4,1140,0,1678181407,1678184918,0,"2023-03-07 10:28:38",0
1481817358,1011,3773197,1678274130,21,3354,700,1111,1093,5,1645,0,1678270775,1678274129,0,"2023-03-08 11:15:30",0
1484394747,1012,3773197,1678444915,23,3008,390,540,1898,2,722,0,1678441906,1678444914,0,"2023-03-12 11:17:39",0
1486522341,1013,3773197,1678619858,22,681,216,121,254,1,54,0,1678619176,1678619857,0,"2023-03-12 11:17:38",0
1496370639,1014,3773197,1679307164,21,2573,566,947,700,4,1845,0,1679304589,1679307162,0,"2023-03-21 09:56:18",0
1497836151,1015,3773197,1679392577,23,2464,336,301,1647,2,230,1,1679390111,1679392575,0,"2023-03-21 09:56:17",0
1500688253,1016,3773197,1679566201,22,2897,432,660,1535,3,327,0,1679563304,1679566201,0,"2023-03-23 10:10:01",0
1504230858,1017,3773197,1679830928,21,3275,666,1200,959,5,1560,0,1679824054,1679827329,0,"2023-03-28 10:12:13",0
1506779943,1018,3773197,1680001932,22,4443,958,1561,1384,6,1651,0,1679993888,1679998331,0,"2023-03-30 09:40:01",0
1509540440,1019,3773197,1680172799,23,2417,384,421,1432,2,2230,1,1680166782,1680169199,0,"2023-04-02 10:48:46",0
1513206849,1020,3773197,1680436125,21,2965,526,842,1327,3,1352,0,1680429560,1680432525,0,"2023-04-04 09:46:50",0
1515624787,1021,3773197,1680605211,22,4945,995,1562,1848,6,1694,0,1680596665,1680601610,0,"2023-04-06 09:25:32",0
1518352075,1022,3773197,1680776729,21,2479,676,722,721,4,1397,0,1680770651,1680773130,0,"2023-04-09 09:41:01",0
1521715328,1023,3773197,1681036859,22,5525,857,1430,2698,6,1508,0,1681027733,1681033258,0,"2023-04-16 09:33:21",0
1530226994,1024,3773197,1681641202,23,2666,210,301,1975,2,45,1,1681634934,1681637600,0,"2023-04-20 09:56:44",0
1535572958,1025,3773197,1681988200,22,4072,699,1352,1571,5,1625,0,1681980529,1681984601,0,"2023-04-24 09:30:06",0
1540013307,1026,3773197,1682332205,21,4185,835,1266,1544,6,2185,0,1682324420,1682328605,0,"2023-04-27 09:39:42",0
1544315770,1027,3773197,1682591980,22,4986,981,1112,2443,5,972,0,1682583395,1682588381,0,"2023-05-03 09:28:16",0
1551835805,1028,3773197,1683109695,23,2395,438,481,1206,3,187,1,1683103700,1683106095,0,"2023-05-15 09:32:34",0
1566755417,1029,3773197,1684146754,22,3424,927,1112,935,5,887,1,1684139729,1684143153,0,"2023-05-17 09:44:03",0
1569856968,1030,3773197,1684320242,23,2320,516,483,1051,3,170,1,1684314321,1684316641,0,"2023-05-19 09:01:50",0
1572658637,1031,3773197,1684490509,21,4181,900,1111,1720,5,1770,0,1684482727,1684486908,0,"2023-05-25 09:33:42",0
1580134538,1032,3773197,1685010820,22,6257,795,991,4111,4,710,1,1685000963,1685007220,0,"2023-06-08 09:35:20",0
1599034140,1033,3773197,1686220520,22,4290,1001,1111,1728,5,920,1,1686212629,1686216919,0,"2023-06-12 09:10:18",0
1603906386,1034,3773197,1686564616,21,2488,615,841,672,4,1588,0,1686558528,1686561016,0,"2023-06-14 10:03:54",0
1607061017,1035,3773197,1686740634,22,4742,669,960,2663,5,760,0,1686732291,1686737033,0,"2023-06-21 09:42:06",0
1616037947,1036,3773197,1687344125,21,6025,776,1111,3688,5,1788,0,1687334499,1687340524,0,"2023-07-04 09:02:36",0
1632494931,1037,3773197,1688464955,22,3538,1034,1112,942,5,927,1,1688457816,1688461354,0,"2023-07-05 09:34:33",0
1633907074,1038,3773197,1688553271,21,2990,804,843,983,4,1929,0,1688546680,1688549670,0,"2023-08-16 09:11:31",0
1689512236,1039,3773197,1692180689,22,3989,1130,1563,756,6,1772,0,1692173099,1692177088,0,"2023-08-17 09:32:13",0
1691004498,1040,3773197,1692268332,21,4835,830,1471,1994,6,2104,0,1692259897,1692264732,0,"2023-08-30 10:04:33",0
1706659234,1041,3773197,1693393473,22,2732,702,1074,596,4,1342,0,1693387138,1693389870,0,"2023-09-03 09:36:19",0
1711155042,1042,3773197,1693737376,21,4259,792,1261,1756,5,1595,0,1693729517,1693733776,0,"2023-09-04 09:43:23",0
1712070540,1043,3773197,1693824203,23,1910,462,361,907,2,230,0,1693818692,1693820602,0,"2023-09-06 09:21:34",0
1714639578,1044,3773197,1693995691,22,4794,1047,1591,1616,6,1757,0,1693987297,1693992091,0,"2023-09-13 09:22:40",0
1722841107,1045,3773197,1694600561,22,2935,730,932,913,4,512,0,1694594024,1694596959,0,"2023-09-20 09:26:03",0
1731311777,1046,3773197,1695205559,23,3191,570,541,1810,3,915,0,1695198770,1695201961,0,"2023-09-22 08:21:09",0
1733848351,1047,3773197,1695374469,21,3066,616,902,1188,4,814,0,1695367802,1695370868,0,"2023-09-25 09:13:21",0
1736826513,1048,3773197,1695636799,22,5112,898,1022,2742,5,810,0,1695628088,1695633200,0,"2023-09-27 08:44:16",0
1739621811,1049,3773197,1695807857,23,945,168,120,567,1,12,1,1695803310,1695804255,0,"2023-10-01 09:48:53",0
1744333403,1050,3773197,1696157332,21,3649,626,1112,1551,4,1521,0,1696150081,1696153730,0,"2023-10-03 09:33:45",0
1746917257,1051,3773197,1696329223,23,3348,534,661,1883,3,1140,0,1696322274,1696325622,0,"2023-10-04 09:56:27",0
1748449314,1052,3773197,1696416986,22,4882,1058,1172,2202,5,990,0,1696408504,1696413386,0,"2023-10-06 09:57:02",0
1751307094,1053,3773197,1696589820,21,4631,852,1295,2034,5,1946,0,1696581589,1696586220,0,"2023-10-09 10:03:53",0
1754830595,1054,3773197,1696849430,23,2332,358,302,1492,2,134,1,1696843499,1696845831,0,"2023-10-11 10:14:20",0
1758194446,1055,3773197,1697022858,22,3071,621,1051,949,5,732,1,1697016188,1697019259,0,"2023-10-24 09:16:34",0
1777551939,1056,3773197,1698142593,23,1736,425,361,770,2,754,0,1698137257,1698138993,0,"2023-10-26 09:40:13",0
1781028428,1057,3773197,1698316811,21,3750,800,1381,1119,5,1722,0,1698309461,1698313211,0,"2023-10-27 09:29:59",0
1782647477,1058,3773197,1698402599,22,3028,656,1110,812,5,725,0,1698395970,1698398998,0,"2023-11-01 09:19:30",0
1790509206,1059,3773197,1698830373,22,3307,697,1110,1050,5,746,1,1698827061,1698830368,0,"2023-11-01 09:19:33",0
1802538575,1060,3773197,1699441398,21,3197,411,810,1616,4,458,0,1699438196,1699441393,0,"2023-11-08 11:03:18",0
1804387958,1061,3773197,1699528504,23,2167,232,300,1455,2,92,1,1699526332,1699528499,0,"2023-11-09 11:15:04",0
1812343081,1062,3773197,1699954188,22,3105,555,972,1218,4,760,0,1699951076,1699954181,0,"2023-11-14 09:29:48",0
1816257713,1063,3773197,1700134316,21,3603,501,900,1932,3,1098,0,1700130709,1700134312,0,"2023-11-16 11:31:56",0
1817965161,1064,3773197,1700215985,23,1672,350,301,841,2,95,0,1700214307,1700215979,0,"2023-11-17 10:13:05",0
1822306055,1065,3773197,1700474931,22,2640,639,973,668,4,877,0,1700472285,1700474925,0,"2023-11-20 10:08:51",0
1826220469,1066,3773197,1700645494,21,3286,711,931,1284,4,2013,0,1700642204,1700645490,0,"2023-11-22 09:31:34",0
1847976232,1067,3773197,1701771108,22,2686,792,1110,334,5,716,0,1701768419,1701771105,0,"2023-12-05 10:11:48",0
1850002007,1068,3773197,1701858476,21,2008,862,782,4,4,1060,0,1701856464,1701858472,0,"2023-12-06 10:27:56",0
1860311583,1069,3773197,1702377788,22,3487,768,1110,1159,5,866,0,1702374296,1702377783,0,"2023-12-12 10:43:08",0
1862342349,1070,3773197,1702463669,21,4333,896,1112,1875,5,1538,0,1702459331,1702463664,0,"2023-12-13 10:34:29",0
1864141685,1071,3773197,1702549817,23,2275,400,421,1184,3,190,1,1702547538,1702549813,0,"2023-12-14 10:30:17",0
1868941418,1072,3773197,1702809714,22,1807,474,631,432,3,663,0,1702807900,1702809707,0,"2023-12-17 10:41:54",0
1872464306,1073,3773197,1702983604,21,3797,890,1201,1256,5,2055,0,1702979803,1702983600,0,"2023-12-19 11:00:04",0
1894818048,1074,3773197,1704196406,22,3541,886,1110,1095,5,995,0,1704192860,1704196401,0,"2024-01-02 11:53:26",0
1898931890,1075,3773197,1704365160,21,3208,865,1056,837,5,1612,0,1704361948,1704365156,0,"2024-01-04 10:46:00",0
1904392404,1076,3773197,1704625996,23,1749,252,180,1227,1,18,1,1704624242,1704625991,0,"2024-01-07 11:13:16",0
1919631360,1077,3773197,1705313419,22,3565,910,1111,1094,5,1016,0,1705309849,1705313414,0,"2024-01-15 10:10:19",0
1933646295,1078,3773197,1705920855,21,3421,938,1262,771,5,1661,0,1705917429,1705920850,0,"2024-01-22 10:54:15",0
1938370983,1079,3773197,1706092102,23,1379,313,361,525,2,314,0,1706090720,1706092099,0,"2024-01-24 10:28:22",0
1940423140,1080,3773197,1706178040,22,3424,898,1291,695,6,1129,0,1706174609,1706178033,0,"2024-01-25 10:20:40",0
1968839314,1081,3773197,1707389584,21,3130,516,1173,991,5,735,0,1707386450,1707389580,0,"2024-02-08 10:53:04",0
2013478552,1082,3773197,1709291379,21,2749,909,1115,275,5,1268,0,1709288624,1709291373,0,"2024-03-01 11:09:39",0
2021009274,1083,3773197,1709635208,22,2867,765,1021,1081,5,541,0,1709631885,1709635202,0,"2024-03-05 10:40:08",0
2045715034,1084,3773197,1710674932,21,4220,885,1471,1324,6,1959,0,1710670707,1710674927,0,"2024-03-17 11:28:52",0
2050238657,1085,3773197,1710846698,23,3533,684,564,1925,4,1622,1,1710843158,1710846691,0,"2024-03-19 11:11:38",0
2054627014,1086,3773197,1711013181,22,3820,609,1170,1591,5,696,0,1711009355,1711013175,0,"2024-03-21 09:26:21",0
2060675833,1087,3773197,1711279044,21,4444,968,1657,1279,6,2910,0,1711274596,1711279040,0,"2024-03-24 11:17:24",0
2062197664,1088,3773197,1711360535,23,2686,480,304,1722,2,1200,0,1711357846,1711360532,0,"2024-03-25 09:55:35",0
2067235638,1089,3773197,1711535880,22,3009,960,1291,758,6,886,0,1711532326,1711535875,0,"2024-03-27 10:38:00",0
2076482910,1090,3773197,1711967917,21,3436,786,996,1294,4,1350,0,1711960882,1711964318,0,"2024-04-03 09:18:50",0
2081392341,1091,3773197,1712139530,23,1831,420,360,871,2,90,0,1712134098,1712135929,0,"2024-04-04 09:47:13",0
2083728720,1092,3773197,1712227630,22,3506,894,1291,1321,6,989,0,1712219985,1712224031,0,"2024-04-07 10:04:44",0
2089847596,1093,3773197,1712487884,21,4811,1177,1591,1503,6,2498,0,1712479471,1712484282,0,"2024-04-10 09:51:48",0
2096621184,1094,3773197,1712746308,23,3001,511,484,1736,3,82,1,1712739705,1712742706,0,"2024-04-11 09:54:09",0
2098984289,1095,3773197,1712832846,22,3043,558,1040,995,5,852,0,1712826202,1712829245,0,"2024-04-14 10:18:50",0
2105199885,1096,3773197,1713093527,21,3538,591,1051,1536,4,2044,0,1713086389,1713089927,0,"2024-04-16 09:41:43",0
2109431705,1097,3773197,1713264101,23,2900,488,754,1388,3,864,1,1713257601,1713260501,0,"2024-04-18 08:47:11",0
2114197078,1098,3773197,1713519420,22,649,55,60,444,1,66,0,1713429381,1713430030,0,"2024-04-23 08:40:28",0
2116537037,1099,3773197,1713522193,22,2111,670,936,505,4,556,0,1713516122,1713518593,0,"2024-04-23 08:40:28",0
2124434187,1100,3773197,1713865227,22,3007,918,1112,977,5,778,0,1713858171,1713861628,0,"2024-04-24 10:10:44",0
2127158939,1101,3773197,1713957044,23,4459,548,797,2844,3,2100,0,1713948984,1713953443,0,"2024-05-04 10:02:02",0
2148261740,1102,3773197,1715161597,22,785,50,60,585,1,50,0,1714816130,1714816915,0,"2024-05-19 09:37:05",0
2156832553,1103,3773197,1715164482,22,2879,747,1024,658,5,502,0,1715158000,1715160879,0,"2024-05-19 09:37:05",0
2181073012,1104,3773197,1716115022,22,3270,987,1111,722,5,712,0,1716108149,1716111419,0,"2024-05-20 08:57:43",0
2182709319,1105,3773197,1716199064,21,2335,716,840,419,4,1300,0,1716193127,1716195462,0,"2024-05-25 10:25:29",0
2195201875,1106,3773197,1716636327,22,1774,708,901,0,4,600,0,1716630951,1716632725,0,"2024-05-28 09:36:46",0
2200979300,1107,3773197,1716892601,21,1893,705,991,0,4,1074,0,1716887109,1716889002,0,"2024-06-06 09:13:54",0
2222675182,1108,3773197,1717668833,22,3321,902,1114,855,5,748,0,1717661913,1717665234,0,"2024-06-09 09:12:12",0
2229225731,1109,3773197,1717927932,23,3845,119,120,3516,1,0,0,1717920486,1717924331,0,"2024-06-11 08:47:59",0
2233840672,1110,3773197,1718099277,21,3064,1008,842,854,4,1620,0,1718092613,1718095677,0,"2024-06-13 09:28:35",0
2239350575,1111,3773197,1718274513,22,3328,695,1129,1054,5,714,0,1718267585,1718270913,0,"2024-06-18 09:59:29",0
2250080238,1112,3773197,1718708367,23,3693,494,540,2389,3,264,0,1718701075,1718704768,0,"2024-06-19 09:18:52",0
2252623348,1113,3773197,1718792334,22,4250,802,1112,1886,5,850,1,1718784481,1718788731,0,"2024-06-21 10:01:34",0
2257681661,1114,3773197,1718967689,21,2475,808,842,465,4,1356,0,1718961615,1718964090,0,"2024-06-26 09:46:50",0
2269017468,1115,3773197,1719398809,22,5737,794,1052,3441,5,895,1,1719389472,1719395209,0,"2024-06-27 09:59:39",0
2271597472,1116,3773197,1719485979,21,4913,994,1593,1786,6,2616,0,1719477464,1719482377,0,"2024-07-01 10:05:21",0
2279855260,1117,3773197,1719831917,23,4042,840,1020,1822,4,1414,0,1719824277,1719828319,0,"2024-07-02 09:44:37",0
2282649267,1118,3773197,1719917078,22,3990,882,1110,1548,5,951,1,1719909486,1719913476,0,"2024-07-04 09:59:16",0
2288082552,1119,3773197,1720090755,21,2084,105,540,1349,1,10,0,1720085070,1720087154,0,"2024-07-07 10:44:48",0
2294147845,1120,3773197,1720352687,21,2903,626,1261,656,4,1862,0,1720346182,1720349085,0,"2024-07-11 10:20:13",0
2304109918,1121,3773197,1720696810,22,4573,894,1113,2116,5,807,1,1720688636,1720693209,0,"2024-07-14 09:20:38",0
2310465230,1122,3773197,1720952438,23,1663,126,270,1177,1,490,0,1720947173,1720948836,0,"2024-07-15 09:19:26",0
2312251721,1123,3773197,1721038764,21,2533,115,726,1602,1,11,0,1721032630,1721035163,0,"2024-08-03 09:24:30",0
2372846051,1124,3773197,1722680669,22,2823,405,902,1156,4,340,0,1722674245,1722677068,0,"2024-08-11 10:35:48",0
2413532180,1125,3773197,1723376144,21,2478,634,844,1000,4,656,0,1723369706,1723372544,0,"2024-08-14 09:45:44",0
2426186141,1126,3773197,1723632326,22,2957,888,1083,629,5,652,0,1723625768,1723628277,0,"2024-08-27 09:11:53",0
2475663145,1127,3773197,1724753502,22,3202,669,1052,1481,5,472,0,1724746249,1724749901,0,"2024-09-02 10:01:30",0
2496883307,1128,3773197,1725274884,22,3296,818,1112,1366,5,611,1,1725267539,1725271285,0,"2024-09-04 09:14:08",0
2504798798,1129,3773197,1725444846,21,3399,768,842,1519,4,1224,0,1725437846,1725440886,0,"2024-09-19 10:02:43",0
2559813461,1130,3773197,1726743749,21,2821,721,1261,839,5,1203,0,1726736879,1726740150,0,"2024-09-22 10:26:26",0
2569902195,1131,3773197,1727004384,22,3005,774,1124,1107,5,685,1,1726997328,1727000783,0,"2024-09-23 10:12:44",0
2572481560,1132,3773197,1727089940,21,2110,567,721,642,3,1050,0,1727084220,1727086071,0,"2024-09-25 10:04:08",0
2581138066,1133,3773197,1727262246,23,1335,290,302,743,2,135,0,1727257130,1727258645,0,"2024-10-02 10:35:23",0
2607276132,1134,3773197,1727868916,22,3635,616,812,1847,4,650,0,1727861682,1727865317,0,"2024-10-06 09:04:16",0
2629122964,1135,3773197,1728209053,21,2955,642,991,962,4,1159,0,1728202498,1728205453,0,"2024-10-09 09:16:38",0
2647744611,1136,3773197,1728468993,23,2903,448,437,1748,3,1060,0,1728462492,1728465395,0,"2024-10-11 10:05:25",0
2657713489,1137,3773197,1728644720,22,3128,918,1110,650,5,835,1,1728637993,1728641121,0,"2024-10-14 10:14:04",0
2667291342,1138,3773197,1728904441,21,4665,943,1381,1891,5,1500,0,1728896176,1728900841,0,"2024-10-20 10:25:26",0
2691291916,1139,3773197,1729423517,23,2697,128,122,2357,1,210,1,1729417222,1729419919,0,"2024-10-21 09:56:38",0
2694049304,1140,3773197,1729508197,22,4236,1000,1026,1760,5,915,1,1729500359,1729504595,0,"2024-10-23 09:09:41",0
2703105629,1141,3773197,1729678175,21,2913,547,901,1105,4,690,0,1729671662,1729674575,0,"2024-10-24 09:18:27",0
2707494889,1142,3773197,1729764978,23,1840,330,300,1030,2,600,0,1729759538,1729761378,0,"2024-10-31 22:23:27",0
2736921050,1143,3773197,1730413379,21,3195,515,540,1870,3,641.79,0,1730410185,1730413380,0,"2024-10-31 22:23:27",0
2768119451,1144,3773197,1731080539,21,4448,853,1440,1705,5,2620,0,1731076092,1731080540,0,"2024-11-08 15:42:19",0
2773563606,1145,3773197,1731235483,22,3030,590,1171,819,5,1092,0,1731232455,1731235485,0,"2024-11-10 10:44:43",0
2781504819,1146,3773197,1731409639,21,3151,376,871,1634,3,1150,0,1731406488,1731409639,0,"2024-11-12 11:07:19",0
2790710369,1147,3773197,1731580163,23,3799,456,482,2591,3,688,1,1731576365,1731580164,0,"2024-11-14 10:29:23",0
2805217491,1148,3773197,1731924826,22,3356,879,1302,635,6,932,1,1731921470,1731924826,0,"2024-11-18 10:13:46",0
2819851656,1149,3773197,1732187598,21,4255,460,1111,2324,4,1318,0,1732183343,1732187598,0,"2024-11-21 11:13:18",0
2868140022,1150,3773197,1733306568,22,2632,872,1118,192,5,660,0,1733303935,1733306567,0,"2024-12-04 10:02:48",0
2874877747,1151,3773197,1733482152,21,2882,832,1111,489,5,1460,0,1733479270,1733482152,0,"2024-12-06 10:49:12",0
2882335142,1152,3773197,1733742399,22,3113,684,811,1258,4,738,0,1733739285,1733742398,0,"2024-12-09 11:06:39",0
2889184126,1153,3773197,1733913622,21,3916,911,1110,1445,5,1891.5,0,1733909705,1733913621,0,"2024-12-11 10:40:25",0
2895446212,1154,3773197,1734088752,22,3370,1053,1143,634,6,1046,0,1734085383,1734088753,0,"2024-12-13 11:19:12",0
2900139595,1155,3773197,1734260902,21,5209,1107,1471,2091,6,2764,0,1734255693,1734260902,0,"2024-12-15 11:08:22",0
2902201058,1156,3773197,1734346109,23,3450,356,378,2536,2,1330,0,1734342660,1734346110,0,"2024-12-16 10:48:29",0
2908580797,1157,3773197,1734519117,22,4637,1110,1475,1512,6,2055,1,1734514479,1734519116,0,"2024-12-18 10:51:57",0
2918830111,1158,3773197,1734865053,21,4455,705,1260,2040,5,1581,0,1734860598,1734865053,0,"2024-12-22 10:57:33",0
2932305334,1159,3773197,1735384362,23,3027,330,300,2217,2,150,0,1735381334,1735384361,0,"2024-12-28 11:12:42",0
2934436318,1160,3773197,1735471016,22,3966,872,1350,1294,5,1599,0,1735467051,1735471017,0,"2024-12-29 11:17:01",0
2939449597,1161,3773197,1735643534,21,4873,756,1200,2467,5,1599,0,1735638661,1735643534,0,"2024-12-31 11:12:14",0
2944039581,1162,3773197,1735815043,23,2485,0,0,2485,0,0,0,1735812558,1735815043,0,"2025-01-02 10:50:47",0
2954577016,1163,3773197,1736158743,22,3220,974,1291,415,6,1045,0,1736155523,1736158743,0,"2025-01-06 10:19:18",0
2974825361,1164,3773197,1736766657,21,5331,352,604,4195,2,1115,0,1736761325,1736766656,0,"2025-01-13 11:11:11",0
2981475432,1165,3773197,1736935994,23,2516,284,330,1722,2,480,0,1736933478,1736935994,0,"2025-01-15 10:13:19",0
2984668140,1166,3773197,1737024598,22,4506,999,757,2300,5,999,1,1737020091,1737024597,0,"2025-01-16 10:49:58",0
2987809976,1167,3773197,1737112044,21,3204,408,812,1624,4,1124.5,0,1737108841,1737112045,0,"2025-01-17 11:07:28",0
3001650314,1168,3773197,1737543965,23,3057,168,360,2439,1,760,0,1737540907,1737543964,0,"2025-01-22 11:06:10",0
3007741575,1169,3773197,1737715578,22,4171,969,1358,1304,6,1685,0,1737711408,1737715579,0,"2025-01-24 10:46:18",0
3017842648,1170,3773197,1738061367,21,3330,570,990,1410,4,1541.5,0,1738058034,1738061364,0,"2025-01-28 10:49:40",0
3020799248,1171,3773197,1738146818,23,3483,579,421,2213,3,55,0,1738143337,1738146820,0,"2025-01-29 10:33:38",0
